Year,Performance Level,Result (%),PercProf,PercProfLEA,PercProfSTATE,Assessment,Gender,Service,Race
2023,PL 1,0.158,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,African Am.
2023,PL 2,0.718,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,African Am.
2023,PL 3,0.118,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,African Am.
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,African Am.
2023,PL 3/4,0.124,12.4,12.4,8.7,10ELA,All Students,Students with Disabilities,African Am.
2023,PL 1,0.198,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,Hispanic
2023,PL 2,0.637,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,Hispanic
2023,PL 3,0.159,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,Hispanic
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,Hispanic
2023,PL 3/4,0.165,16.5,16.5,14.0,10ELA,All Students,Students with Disabilities,Hispanic
2023,PL 1,0.00,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,HI/Pac. Isl.
2023,PL 2,0.00,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,HI/Pac. Isl.
2023,PL 3,0.00,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,HI/Pac. Isl.
2023,PL 4,0.00,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,HI/Pac. Isl.
2023,PL 3/4,0.00,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,HI/Pac. Isl.
2023,PL 1,0.093,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,2+
2023,PL 2,0.667,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,2+
2023,PL 3,0.222,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,2+
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,2+
2023,PL 3/4,0.241,24.1,24.1,14.8,10ELA,All Students,Students with Disabilities,2+
2023,PL 1,0.068,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,White
2023,PL 2,0.546,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,White
2023,PL 3,0.354,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,White
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,All Students,Students with Disabilities,White
2023,PL 3/4,0.386,38.6,38.6,22.2,10ELA,All Students,Students with Disabilities,White
2023,PL 1,0.06,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,All Students
2023,PL 2,0.353,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,All Students
2023,PL 3,0.507,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,All Students
2023,PL 4,0.08,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,All Students
2023,PL 3/4,0.587,58.7,58.7,58.0,10ELA,All Students,Students without Disabilities,All Students
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,Am. Ind/AK
2023,PL 2,0.37,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,Am. Ind/AK
2023,PL 3,0.481,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,Am. Ind/AK
2023,PL 4,0.148,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,Am. Ind/AK
2023,PL 3/4,0.63,63.0,63.0,53.7,10ELA,All Students,Students without Disabilities,Am. Ind/AK
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,Asian
2023,PL 2,0.178,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,Asian
2023,PL 3,0.624,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,Asian
2023,PL 4,0.181,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,Asian
2023,PL 3/4,0.805,80.5,80.5,80.7,10ELA,All Students,Students without Disabilities,Asian
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,African Am.
2023,PL 2,0.427,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,African Am.
2023,PL 3,0.49,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,African Am.
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,African Am.
2023,PL 3/4,0.531,53.1,53.1,46.1,10ELA,All Students,Students without Disabilities,African Am.
2023,PL 1,0.128,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,Hispanic
2023,PL 2,0.501,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,Hispanic
2023,PL 3,0.347,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,Hispanic
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,Hispanic
2023,PL 3/4,0.371,37.1,37.1,41.8,10ELA,All Students,Students without Disabilities,Hispanic
2023,PL 1,0.00,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,HI/Pac. Isl.
2023,PL 2,0.00,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,HI/Pac. Isl.
2023,PL 3,0.00,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,HI/Pac. Isl.
2023,PL 4,0.00,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,HI/Pac. Isl.
2023,PL 3/4,0.00,0.0,0.0,65.4,10ELA,All Students,Students without Disabilities,HI/Pac. Isl.
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,2+
2023,PL 2,0.23,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,2+
2023,PL 3,0.634,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,2+
2023,PL 4,0.126,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,2+
2023,PL 3/4,0.761,76.1,76.1,67.2,10ELA,All Students,Students without Disabilities,2+
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,White
2023,PL 2,0.193,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,White
2023,PL 3,0.666,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,White
2023,PL 4,0.13,0.0,0.0,0.0,10ELA,All Students,Students without Disabilities,White
2023,PL 3/4,0.796,79.6,79.6,74.3,10ELA,All Students,Students without Disabilities,White
2023,PL 1,0.169,0.0,0.0,0.0,10ELA,All Students,Homeless,All Students
2023,PL 2,0.62,0.0,0.0,0.0,10ELA,All Students,Homeless,All Students
2023,PL 3,0.211,0.0,0.0,0.0,10ELA,All Students,Homeless,All Students
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,All Students,Homeless,All Students
2023,PL 3/4,0.211,21.1,21.1,22.8,10ELA,All Students,Homeless,All Students
2023,PL 1,0.00,0.0,0.0,0.0,10ELA,All Students,Homeless,Asian
2023,PL 2,0.00,0.0,0.0,0.0,10ELA,All Students,Homeless,Asian
2023,PL 3,0.00,0.0,0.0,0.0,10ELA,All Students,Homeless,Asian
2023,PL 4,0.00,0.0,0.0,0.0,10ELA,All Students,Homeless,Asian
2023,PL 3/4,0.00,0.0,0.0,55.6,10ELA,All Students,Homeless,Asian
2023,PL 1,0.121,0.0,0.0,0.0,10ELA,All Students,Homeless,African Am.
2023,PL 2,0.636,0.0,0.0,0.0,10ELA,All Students,Homeless,African Am.
2023,PL 3,0.242,0.0,0.0,0.0,10ELA,All Students,Homeless,African Am.
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,All Students,Homeless,African Am.
2023,PL 3/4,0.242,24.2,24.2,22.7,10ELA,All Students,Homeless,African Am.
2023,PL 1,0.25,0.0,0.0,0.0,10ELA,All Students,Homeless,Hispanic
2023,PL 2,0.656,0.0,0.0,0.0,10ELA,All Students,Homeless,Hispanic
2023,PL 3,0.094,0.0,0.0,0.0,10ELA,All Students,Homeless,Hispanic
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,All Students,Homeless,Hispanic
2023,PL 3/4,0.094,9.4,9.4,8.9,10ELA,All Students,Homeless,Hispanic
2023,PL 1,0.00,0.0,0.0,0.0,10ELA,All Students,Homeless,White
2023,PL 2,0.00,0.0,0.0,0.0,10ELA,All Students,Homeless,White
2023,PL 3,0.00,0.0,0.0,0.0,10ELA,All Students,Homeless,White
2023,PL 4,0.00,0.0,0.0,0.0,10ELA,All Students,Homeless,White
2023,PL 3/4,0.00,0.0,0.0,41.1,10ELA,All Students,Homeless,White
2023,PL 1,0.2,0.0,0.0,0.0,10ELA,All Students,Foster Care,All Students
2023,PL 2,0.8,0.0,0.0,0.0,10ELA,All Students,Foster Care,All Students
2023,PL 3,0.05,0.0,0.0,0.0,10ELA,All Students,Foster Care,All Students
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,All Students,Foster Care,All Students
2023,PL 3/4,0.05,5.0,5.0,19.8,10ELA,All Students,Foster Care,All Students
2023,PL 1,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,African Am.
2023,PL 2,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,African Am.
2023,PL 3,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,African Am.
2023,PL 4,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,African Am.
2023,PL 3/4,0.00,0.0,0.0,21.1,10ELA,All Students,Foster Care,African Am.
2023,PL 1,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,Hispanic
2023,PL 2,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,Hispanic
2023,PL 3,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,Hispanic
2023,PL 4,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,Hispanic
2023,PL 3/4,0.00,0.0,0.0,11.1,10ELA,All Students,Foster Care,Hispanic
2023,PL 1,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,2+
2023,PL 2,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,2+
2023,PL 3,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,2+
2023,PL 4,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,2+
2023,PL 3/4,0.00,0.0,0.0,22.2,10ELA,All Students,Foster Care,2+
2023,PL 1,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,White
2023,PL 2,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,White
2023,PL 3,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,White
2023,PL 4,0.00,0.0,0.0,0.0,10ELA,All Students,Foster Care,White
2023,PL 3/4,0.00,0.0,0.0,20.5,10ELA,All Students,Foster Care,White
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,All Students,Military Connected,All Students
2023,PL 2,0.25,0.0,0.0,0.0,10ELA,All Students,Military Connected,All Students
2023,PL 3,0.565,0.0,0.0,0.0,10ELA,All Students,Military Connected,All Students
2023,PL 4,0.157,0.0,0.0,0.0,10ELA,All Students,Military Connected,All Students
2023,PL 3/4,0.722,72.2,72.2,75.3,10ELA,All Students,Military Connected,All Students
2023,PL 1,0.00,0.0,0.0,0.0,10ELA,All Students,Military Connected,Am. Ind/AK
2023,PL 2,0.00,0.0,0.0,0.0,10ELA,All Students,Military Connected,Am. Ind/AK
2023,PL 3,0.00,0.0,0.0,0.0,10ELA,All Students,Military Connected,Am. Ind/AK
2023,PL 4,0.00,0.0,0.0,0.0,10ELA,All Students,Military Connected,Am. Ind/AK
2023,PL 3/4,0.00,0.0,0.0,50.0,10ELA,All Students,Military Connected,Am. Ind/AK
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,All Students,Military Connected,Asian
2023,PL 2,0.05,0.0,0.0,0.0,10ELA,All Students,Military Connected,Asian
2023,PL 3,0.8,0.0,0.0,0.0,10ELA,All Students,Military Connected,Asian
2023,PL 4,0.2,0.0,0.0,0.0,10ELA,All Students,Military Connected,Asian
2023,PL 3/4,0.95,95.0,95.0,83.0,10ELA,All Students,Military Connected,Asian
2023,PL 1,0.091,0.0,0.0,0.0,10ELA,All Students,Military Connected,African Am.
2023,PL 2,0.455,0.0,0.0,0.0,10ELA,All Students,Military Connected,African Am.
2023,PL 3,0.273,0.0,0.0,0.0,10ELA,All Students,Military Connected,African Am.
2023,PL 4,0.182,0.0,0.0,0.0,10ELA,All Students,Military Connected,African Am.
2023,PL 3/4,0.455,45.5,45.5,61.1,10ELA,All Students,Military Connected,African Am.
2023,PL 1,0.063,0.0,0.0,0.0,10ELA,All Students,Military Connected,Hispanic
2023,PL 2,0.313,0.0,0.0,0.0,10ELA,All Students,Military Connected,Hispanic
2023,PL 3,0.625,0.0,0.0,0.0,10ELA,All Students,Military Connected,Hispanic
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,All Students,Military Connected,Hispanic
2023,PL 3/4,0.625,62.5,62.5,73.3,10ELA,All Students,Military Connected,Hispanic
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,All Students,Military Connected,2+
2023,PL 2,0.2,0.0,0.0,0.0,10ELA,All Students,Military Connected,2+
2023,PL 3,0.5,0.0,0.0,0.0,10ELA,All Students,Military Connected,2+
2023,PL 4,0.3,0.0,0.0,0.0,10ELA,All Students,Military Connected,2+
2023,PL 3/4,0.8,80.0,80.0,75.0,10ELA,All Students,Military Connected,2+
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,All Students,Military Connected,White
2023,PL 2,0.191,0.0,0.0,0.0,10ELA,All Students,Military Connected,White
2023,PL 3,0.638,0.0,0.0,0.0,10ELA,All Students,Military Connected,White
2023,PL 4,0.17,0.0,0.0,0.0,10ELA,All Students,Military Connected,White
2023,PL 3/4,0.809,80.9,80.9,81.6,10ELA,All Students,Military Connected,White
2023,PL 1,0.083,0.0,0.0,0.0,10ELA,Male,All Students,All Students
2023,PL 2,0.434,0.0,0.0,0.0,10ELA,Male,All Students,All Students
2023,PL 3,0.429,0.0,0.0,0.0,10ELA,Male,All Students,All Students
2023,PL 4,0.053,0.0,0.0,0.0,10ELA,Male,All Students,All Students
2023,PL 3/4,0.482,48.2,48.2,46.1,10ELA,Male,All Students,All Students
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,Male,All Students,Am. Ind/AK
2023,PL 2,0.583,0.0,0.0,0.0,10ELA,Male,All Students,Am. Ind/AK
2023,PL 3,0.333,0.0,0.0,0.0,10ELA,Male,All Students,Am. Ind/AK
2023,PL 4,0.083,0.0,0.0,0.0,10ELA,Male,All Students,Am. Ind/AK
2023,PL 3/4,0.417,41.7,41.7,36.6,10ELA,Male,All Students,Am. Ind/AK
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,Male,All Students,Asian
2023,PL 2,0.224,0.0,0.0,0.0,10ELA,Male,All Students,Asian
2023,PL 3,0.606,0.0,0.0,0.0,10ELA,Male,All Students,Asian
2023,PL 4,0.148,0.0,0.0,0.0,10ELA,Male,All Students,Asian
2023,PL 3/4,0.754,75.4,75.4,75.4,10ELA,Male,All Students,Asian
2023,PL 1,0.071,0.0,0.0,0.0,10ELA,Male,All Students,African Am.
2023,PL 2,0.543,0.0,0.0,0.0,10ELA,Male,All Students,African Am.
2023,PL 3,0.367,0.0,0.0,0.0,10ELA,Male,All Students,African Am.
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,Male,All Students,African Am.
2023,PL 3/4,0.385,38.5,38.5,32.1,10ELA,Male,All Students,African Am.
2023,PL 1,0.162,0.0,0.0,0.0,10ELA,Male,All Students,Hispanic
2023,PL 2,0.55,0.0,0.0,0.0,10ELA,Male,All Students,Hispanic
2023,PL 3,0.272,0.0,0.0,0.0,10ELA,Male,All Students,Hispanic
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,Male,All Students,Hispanic
2023,PL 3/4,0.288,28.8,28.8,32.8,10ELA,Male,All Students,Hispanic
2023,PL 1,0.00,0.0,0.0,0.0,10ELA,Male,All Students,HI/Pac. Isl.
2023,PL 2,0.00,0.0,0.0,0.0,10ELA,Male,All Students,HI/Pac. Isl.
2023,PL 3,0.00,0.0,0.0,0.0,10ELA,Male,All Students,HI/Pac. Isl.
2023,PL 4,0.00,0.0,0.0,0.0,10ELA,Male,All Students,HI/Pac. Isl.
2023,PL 3/4,0.00,0.0,0.0,45.8,10ELA,Male,All Students,HI/Pac. Isl.
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,Male,All Students,2+
2023,PL 2,0.351,0.0,0.0,0.0,10ELA,Male,All Students,2+
2023,PL 3,0.536,0.0,0.0,0.0,10ELA,Male,All Students,2+
2023,PL 4,0.086,0.0,0.0,0.0,10ELA,Male,All Students,2+
2023,PL 3/4,0.623,62.3,62.3,55.6,10ELA,Male,All Students,2+
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,Male,All Students,White
2023,PL 2,0.291,0.0,0.0,0.0,10ELA,Male,All Students,White
2023,PL 3,0.606,0.0,0.0,0.0,10ELA,Male,All Students,White
2023,PL 4,0.08,0.0,0.0,0.0,10ELA,Male,All Students,White
2023,PL 3/4,0.686,68.6,68.6,62.1,10ELA,Male,All Students,White
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,Male,ADA 504,All Students
2023,PL 2,0.436,0.0,0.0,0.0,10ELA,Male,ADA 504,All Students
2023,PL 3,0.475,0.0,0.0,0.0,10ELA,Male,ADA 504,All Students
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,Male,ADA 504,All Students
2023,PL 3/4,0.522,52.2,52.2,47.1,10ELA,Male,ADA 504,All Students
2023,PL 1,0.00,0.0,0.0,0.0,10ELA,Male,ADA 504,Am. Ind/AK
2023,PL 2,0.00,0.0,0.0,0.0,10ELA,Male,ADA 504,Am. Ind/AK
2023,PL 3,0.00,0.0,0.0,0.0,10ELA,Male,ADA 504,Am. Ind/AK
2023,PL 4,0.00,0.0,0.0,0.0,10ELA,Male,ADA 504,Am. Ind/AK
2023,PL 3/4,0.00,0.0,0.0,55.6,10ELA,Male,ADA 504,Am. Ind/AK
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,Male,ADA 504,Asian
2023,PL 2,0.35,0.0,0.0,0.0,10ELA,Male,ADA 504,Asian
2023,PL 3,0.6,0.0,0.0,0.0,10ELA,Male,ADA 504,Asian
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,Male,ADA 504,Asian
2023,PL 3/4,0.65,65.0,65.0,65.5,10ELA,Male,ADA 504,Asian
2023,PL 1,0.065,0.0,0.0,0.0,10ELA,Male,ADA 504,African Am.
2023,PL 2,0.613,0.0,0.0,0.0,10ELA,Male,ADA 504,African Am.
2023,PL 3,0.301,0.0,0.0,0.0,10ELA,Male,ADA 504,African Am.
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,Male,ADA 504,African Am.
2023,PL 3/4,0.323,32.3,32.3,28.0,10ELA,Male,ADA 504,African Am.
2023,PL 1,0.081,0.0,0.0,0.0,10ELA,Male,ADA 504,Hispanic
2023,PL 2,0.586,0.0,0.0,0.0,10ELA,Male,ADA 504,Hispanic
2023,PL 3,0.324,0.0,0.0,0.0,10ELA,Male,ADA 504,Hispanic
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,Male,ADA 504,Hispanic
2023,PL 3/4,0.333,33.3,33.3,40.8,10ELA,Male,ADA 504,Hispanic
2023,PL 1,0.073,0.0,0.0,0.0,10ELA,Male,ADA 504,2+
2023,PL 2,0.293,0.0,0.0,0.0,10ELA,Male,ADA 504,2+
2023,PL 3,0.561,0.0,0.0,0.0,10ELA,Male,ADA 504,2+
2023,PL 4,0.073,0.0,0.0,0.0,10ELA,Male,ADA 504,2+
2023,PL 3/4,0.634,63.4,63.4,52.0,10ELA,Male,ADA 504,2+
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,Male,ADA 504,White
2023,PL 2,0.361,0.0,0.0,0.0,10ELA,Male,ADA 504,White
2023,PL 3,0.55,0.0,0.0,0.0,10ELA,Male,ADA 504,White
2023,PL 4,0.064,0.0,0.0,0.0,10ELA,Male,ADA 504,White
2023,PL 3/4,0.615,61.5,61.5,55.8,10ELA,Male,ADA 504,White
2023,PL 1,0.108,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,All Students
2023,PL 2,0.564,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,All Students
2023,PL 3,0.308,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,All Students
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,All Students
2023,PL 3/4,0.328,32.8,32.8,31.1,10ELA,Male,Economically Disadvantaged,All Students
2023,PL 1,0.00,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,Am. Ind/AK
2023,PL 2,0.00,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,Am. Ind/AK
2023,PL 3,0.00,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,Am. Ind/AK
2023,PL 4,0.00,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,Am. Ind/AK
2023,PL 3/4,0.00,0.0,0.0,23.3,10ELA,Male,Economically Disadvantaged,Am. Ind/AK
2023,PL 1,0.07,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,Asian
2023,PL 2,0.335,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,Asian
2023,PL 3,0.52,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,Asian
2023,PL 4,0.075,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,Asian
2023,PL 3/4,0.595,59.5,59.5,59.8,10ELA,Male,Economically Disadvantaged,Asian
2023,PL 1,0.097,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,African Am.
2023,PL 2,0.579,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,African Am.
2023,PL 3,0.306,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,African Am.
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,African Am.
2023,PL 3/4,0.324,32.4,32.4,24.8,10ELA,Male,Economically Disadvantaged,African Am.
2023,PL 1,0.127,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,Hispanic
2023,PL 2,0.608,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,Hispanic
2023,PL 3,0.257,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,Hispanic
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,Hispanic
2023,PL 3/4,0.265,26.5,26.5,30.3,10ELA,Male,Economically Disadvantaged,Hispanic
2023,PL 1,0.00,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,HI/Pac. Isl.
2023,PL 2,0.00,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,HI/Pac. Isl.
2023,PL 3,0.00,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,HI/Pac. Isl.
2023,PL 4,0.00,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,HI/Pac. Isl.
2023,PL 3/4,0.00,0.0,0.0,50.0,10ELA,Male,Economically Disadvantaged,HI/Pac. Isl.
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,2+
2023,PL 2,0.75,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,2+
2023,PL 3,0.2,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,2+
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,2+
2023,PL 3/4,0.25,25.0,25.0,36.6,10ELA,Male,Economically Disadvantaged,2+
2023,PL 1,0.099,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,White
2023,PL 2,0.397,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,White
2023,PL 3,0.463,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,White
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,Male,Economically Disadvantaged,White
2023,PL 3/4,0.504,50.4,50.4,40.5,10ELA,Male,Economically Disadvantaged,White
2023,PL 1,0.071,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,All Students
2023,PL 2,0.377,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,All Students
2023,PL 3,0.484,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,All Students
2023,PL 4,0.068,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,All Students
2023,PL 3/4,0.552,55.2,55.2,54.6,10ELA,Male,Non-economically Disadvantaged,All Students
2023,PL 1,0.00,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,Am. Ind/AK
2023,PL 2,0.00,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,Am. Ind/AK
2023,PL 3,0.00,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,Am. Ind/AK
2023,PL 4,0.00,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,Am. Ind/AK
2023,PL 3/4,0.00,0.0,0.0,42.9,10ELA,Male,Non-economically Disadvantaged,Am. Ind/AK
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,Asian
2023,PL 2,0.194,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,Asian
2023,PL 3,0.63,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,Asian
2023,PL 4,0.168,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,Asian
2023,PL 3/4,0.798,79.8,79.8,79.6,10ELA,Male,Non-economically Disadvantaged,Asian
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,African Am.
2023,PL 2,0.51,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,African Am.
2023,PL 3,0.423,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,African Am.
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,African Am.
2023,PL 3/4,0.442,44.2,44.2,39.4,10ELA,Male,Non-economically Disadvantaged,African Am.
2023,PL 1,0.185,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,Hispanic
2023,PL 2,0.51,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,Hispanic
2023,PL 3,0.283,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,Hispanic
2023,PL 4,0.05,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,Hispanic
2023,PL 3/4,0.305,30.5,30.5,34.8,10ELA,Male,Non-economically Disadvantaged,Hispanic
2023,PL 1,0.00,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,HI/Pac. Isl.
2023,PL 2,0.00,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,HI/Pac. Isl.
2023,PL 3,0.00,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,HI/Pac. Isl.
2023,PL 4,0.00,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,HI/Pac. Isl.
2023,PL 3/4,0.00,0.0,0.0,43.2,10ELA,Male,Non-economically Disadvantaged,HI/Pac. Isl.
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,2+
2023,PL 2,0.287,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,2+
2023,PL 3,0.59,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,2+
2023,PL 4,0.092,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,2+
2023,PL 3/4,0.682,68.2,68.2,65.4,10ELA,Male,Non-economically Disadvantaged,2+
2023,PL 1,0.05,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,White
2023,PL 2,0.281,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,White
2023,PL 3,0.62,0.0,0.0,0.0,10ELA,Male,Non-economically Disadvantaged,White
